OSU 80 -Ton Compressor Load Stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.853817,60.080732,214.001007,173.865565,96.94137,108.787243,54.341302,14.407879,212.983425,4.74919,59.985126,50.13383,171.513523,215.754737,169.667027,212.772963,126.66844,211.025103,-0.069068,-2.104093,32.02574,-235.643837,206.031186,4.514347,39.936984,14.473561,75.392462,3908.800089,0.244484,398304.0058,0.886262707,19.975156,2.504692,4.292433,0.075684,0.052776,128.278185,97.101056,32,32,32,32,32,32,70.246958,73.173695,108.004765,100,32.375537,41.443038,46.272015,16.495783,23.746835,29.887441,64.283832,1662.324365,39.732937,0.01592,75.421847,0.377,0.879,0,0.3,0.809,0,0.085101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.013,0.23,0,0.05,0.8,0,-0.013,0.25,0,,1,40TonSpool,1,18.34.23-Fri.10.23.2020.csv
50.075716,59.898296,198.731033,166.019636,110.707771,111.376654,54.376189,14.408551,197.425609,4.162449,60.076344,50.432088,163.679481,200.073373,161.844731,197.025426,120.72163,195.233473,-0.066511,-2.197939,32.02574,-235.642971,191.0669,3.945809,37.560123,13.759346,72.334253,3747.535368,0.358411,419760.4076,0.901916767,19.540491,2.802983,3.968177,0.07548,0.052654,124.96773,94.836969,32,32,32,32,32,32,70.310957,73.4527,103.868243,100,35.408913,41.443038,46.272015,35.45434,26.746835,34.887441,27.322909,1663.795858,37.518972,0.015386,75.382206,0.377,0.879,0,0.3,0.809,0,0.085101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.013,0.23,0,0.05,0.8,0,-0.013,0.25,0,,1,40TonSpool,1,18.51.50-Fri.10.23.2020.csv
51.595213,62.270172,199.636947,166.594674,113.665682,114.563674,54.366093,14.410457,198.263666,4.175363,62.2406,51.99403,164.441612,200.921896,162.286535,197.738016,121.309779,195.867019,-0.066522,-2.302573,32.02574,-235.641165,191.84874,3.956563,37.94053,13.822447,71.558389,3708.126447,0.505886,432726.5347,0.903543039,20.383067,2.442845,3.869016,0.075334,0.052741,125.005249,95.815482,32,32,32,32,32,32,70.380878,73.294483,104.730385,100,35.342159,41.443038,46.272015,39.639139,26.746835,34.887441,29.733397,1663.727262,37.850626,0.015572,75.390152,0.377,0.879,0,0.3,0.809,0,0.085101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.013,0.23,0,0.05,0.8,0,-0.013,0.25,0,,1,40TonSpool,1,19.06.48-Fri.10.23.2020.csv
59.958442,70.416932,199.595417,162.461908,130.681246,135.004258,54.343295,14.415953,197.268479,3.781612,70.571417,60.776636,160.545149,200.523741,158.29467,196.460633,120.816815,193.482516,-0.066733,-2.316063,32.02574,-235.635825,191.921383,3.577023,38.769624,14.074423,73.596554,3815.399171,0.305909,517766.0197,0.921834297,20.573224,2.054788,3.329055,0.07546,0.052659,123.594552,95.874211,32,32,32,32,32,32,70.509927,73.656922,103.870381,100,45.130843,41.443038,60.775544,48.270962,29.746835,33.887441,34.512358,1662.401691,38.653598,0.01632,75.403696,0.377,0.879,0,0.3,0.809,0,0.085101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.013,0.247057,0,0.05,0.8,0,-0.013,0.25,0,,1,40TonSpool,1,20.06.11-Fri.10.23.2020.csv
All Point Previous Calculated wrong torque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.825057,75.193686,200.781756,196.616033,83.329774,84.695974,54.383384,14.421084,199.985702,5.243073,75.254657,41.047081,191.915918,202.407263,189.217458,200.003213,121.915747,198.881636,-0.065856,-2.178902,32.02574,-235.630468,193.541692,3.922273,36.483707,13.36041,33.888107,1755.606226,-7.234798,339925.8459,0.888605609,45.151307,2.941648,4.918428,0.075815,0.052852,144.138908,110.854466,32,32,32,32,32,32,70.388503,74.694918,108.453465,124.7,32.675885,31.873418,51.609007,27.835551,21,29.683544,34.501881,1664.492479,36.49807,0.014488,75.349696,0.377,0.879,0,0.3,0.809,0,0.085101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.013,0.25,0,0.05,0.8,0,-0.008,0.25,0,,1,40TonSpool,1,21.37.31-Fri.10.23.2020.csv
32.97168,80.142246,199.244203,217.459676,67.955126,66.89412,54.416156,14.423755,198.303884,9.931437,80.564077,32.85581,210.331391,201.231343,206.433304,199.045696,121.316004,198.210863,-0.068011,-2.230345,32.02574,-235.62778,183.90673,4.913963,35.268351,13.013577,30.930405,1601.390446,1.074271,277815.6566,0.889207578,60.338129,3.296056,6.042937,0.075617,0.052745,156.237219,120.549979,32,32,32,32,32,32,70.225005,74.976995,109.369941,124.7,21.266818,31.873418,42.12394,15.125801,21,14.283544,31.868072,1665.403451,35.365776,0.013388,75.322126,0.377,0.879,0,0.3,0.809,0,0.085101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.011,0.25,0,0.05,0.8,0,-0.015,0.25,0,,1,40TonSpool,1,22.19.51-Fri.10.23.2020.csv
49.755287,59.940621,198.996024,165.995423,117.439893,117.93917,57.51969,14.414128,197.33822,3.666403,60.067746,50.591323,163.582272,199.998781,161.141441,196.557288,120.999426,194.194573,-0.063636,-1.976047,32.02574,-235.63793,207.425529,3.464286,39.84925,15.150507,21.28857,1042.676607,27.293513,444163.6237,0.909437558,19.920763,2.134945,3.999582,0.076587,0.054131,125.919034,92.894356,32,32,32,32,32,32,70.563081,73.500513,101.764726,32.620253,42.966254,31.873418,42.241088,58.90928,30.139241,33.367089,40.824332,1756.081652,39.813429,0.015542,77.968054,0.377,0.879,0,0.3,0.809,0,0.085101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.011,0.25,0,0.05,0.8,0,-0.015,0.25,0,,1,40TonSpool,1,20.10.40-Mon.10.26.2020.csv
49.606544,59.641021,200.986967,168.321402,116.720887,122.167022,59.460238,14.416795,199.37917,3.458785,59.780506,50.577117,165.801895,202.256681,163.585583,198.591346,121.84916,196.078569,-0.062391,-2.057446,32.02574,-235.635478,215.399967,3.269684,42.181335,16.193627,38.384462,1818.763277,28.523229,457780.3619,0.913477439,19.768341,1.983789,4.051636,0.075947,0.053112,128.057708,93.840306,32,32,32,32,32,32,70.216325,73.84282,101.366144,32.620253,68.467422,31.873418,42.241088,61.081345,30.139241,35.367089,53.025846,1815.641033,42.037893,0.01571,79.655438,0.377,0.879,0,0.3,0.809,0,0.085101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.011,0.25,0,0.05,0.8,0,-0.015,0.25,0,,1,40TonSpool,1,20.38.40-Mon.10.26.2020.csv
49.776553,60.105512,199.403608,166.766968,105.043584,100.54298,49.484583,14.41951,198.725074,4.171326,60.026834,50.018222,164.196883,200.669667,161.986501,198.081584,121.373388,196.480236,-0.063307,-2.426355,32.02574,-235.631598,217.435388,3.959831,34.37074,11.597683,33.003827,1879.089091,23.304338,378188.9604,0.901135163,20.072124,2.604949,4.005932,0.077092,0.054808,126.518915,95.676155,32,32,32,32,32,32,70.075729,73.667987,105.491048,100,29.409042,31.873418,34.078456,50.990739,27.139241,28.367089,36.088532,1509.167435,34.314169,0.015443,71.145787,0.377,0.879,0,0.3,0.809,0,0.085101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.011,0.25,0,0.05,0.8,0,-0.015,0.25,0,,1,40TonSpool,1,21.39.02-Mon.10.26.2020.csv
50.321972,62.05123,92.836977,107.426011,117.026589,124.783258,54.721822,14.428009,85.981632,4.581566,62.249053,51.868891,106.695695,89.994585,104.783184,84.974649,57.646588,78.36286,0.341577,0.030661,32.02574,-235.62295,135.391252,4.330261,19.427309,8.152448,23.484852,1209.07818,12.704167,621206.1673,1.004426354,21.450592,7.085259,1.844897,0.076247,0.054035,96.583396,80.21486,32,32,32,32,32,32,70.240056,65.394565,63.98022,0,100.217288,100.012658,100,100,27.139241,28.842621,37.616374,1679.869694,20.399003,0.007563,75.393831,0.377,0.879,0,0.3,0.809,0,0.085101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.011,0.25,0,0.05,0.8,0,-0.015,0.25,0,,1,40TonSpool,1,00.25.33-Tue.10.27.2020.csv
51.802038,62.450573,102.087863,111.969361,120.073093,127.958344,54.68975,14.418131,96.046774,3.709604,62.613501,53.342351,111.12433,99.85015,108.93706,95.028569,61.410006,89.162196,-0.066346,0.030748,32.02574,-235.632569,134.239502,3.489914,21.407229,8.841627,19.381861,998.517566,14.413276,627629.805,0.999301018,20.357183,10.852884,1.970742,0.076687,0.054398,96.862313,80.068416,32,32,32,32,32,32,70.263915,66.228249,70.882273,40.506329,43.979264,70.379747,69.873418,59.087975,25.139241,29,36.784849,1677.02746,22.264647,0.008594,75.469588,0.377,0.879,0,0.3,0.809,0,0.085101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.011,0.25,0,0.05,0.8,0,-0.015,0.25,0,,1,40TonSpool,1,00.59.13-Tue.10.27.2020.csv
51.775418,62.437928,119.116123,124.125798,121.026441,125.129352,54.635457,14.413447,114.313726,3.715415,62.599723,53.144683,123.055593,117.664229,120.953914,113.350497,67.130495,109.330612,-0.066812,0.030677,32.02574,-235.637774,174.937198,3.501013,24.967868,9.988437,23.378455,1205.528775,17.352913,600378.6973,0.978733744,20.364475,17.524394,2.300647,0.076392,0.054158,105.401076,84.128914,32,32,32,32,32,32,70.709179,66.891392,78.858443,54.746835,26.847309,58.379747,45.162153,52.88217,25.139241,27,26.338451,1675.475404,25.624615,0.010357,75.403522,0.377,0.879,0,0.3,0.809,0,0.085101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.011,0.25,0,0.05,0.8,0,-0.015,0.25,0,,1,40TonSpool,1,02.06.10-Tue.10.27.2020.csv
51.680124,61.350125,138.964612,133.508716,120.305943,123.611995,54.593814,14.364948,135.444786,3.421169,61.547712,53.113804,132.07513,138.170804,129.883612,134.541173,83.431923,131.326264,-0.063622,0.031078,32.02574,-235.686096,172.090342,3.221981,28.365626,11.003924,27.869449,1438.324496,20.333564,553393.756,0.966768894,19.362705,12.909936,2.688923,0.07602,0.053864,106.427743,84.170984,32,32,32,32,32,32,70.795824,72.602824,85.624059,0,48.864169,50.379747,44.895258,32.044504,26.78481,26.253165,48.187692,1672.818767,28.789437,0.012155,75.426782,0.377,0.879,0,0.3,0.809,0,0.085101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.012,0.28,0,0.05,0.8,0,-0.015,0.26,0,,1,40TonSpool,1,21.39.51-Tue.10.27.2020.csv
51.612107,62.077093,161.146875,146.651539,116.135478,120.142132,54.505465,14.366712,158.564938,3.488825,62.171265,52.728085,144.941722,161.137226,142.785758,157.797805,92.389145,155.300485,-0.062332,-2.30128,32.02574,-235.684678,198.507666,3.298164,31.981795,12.082574,30.538651,1578.491694,22.830505,519030.3262,0.944376603,20.162826,15.11796,3.122342,0.07616,0.053623,114.198978,88.958559,32,32,32,32,32,32,71.322099,75.12875,93.899003,0,39.392582,40.379747,36.313105,34.929485,26.78481,26.253165,45.188652,1669.393686,32.253613,0.013676,75.377552,0.377,0.879,0,0.3,0.809,0,0.085101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.012,0.25,0,0.05,0.8,0,-0.015,0.25,0,,1,40TonSpool,1,23.04.26-Tue.10.27.2020.csv
52.008367,62.55535,185.979789,158.282524,111.116124,118.904778,54.42976,14.362167,184.022442,3.2527,62.52763,53.244282,156.256444,186.666061,153.875434,183.308273,98.205015,181.128672,-0.064497,-2.17788,32.02574,-235.689369,221.423928,3.064373,35.834683,13.162842,34.795886,1801.020282,25.309725,501459.4972,0.929278647,20.25494,19.96494,3.575872,0.076796,0.05376,119.474005,91.338777,32,32,32,32,32,32,71.006441,75.578528,101.129203,28.860759,27.869156,40.379747,30.414466,15.042521,25.78481,27.498706,41.39868,1666.095791,35.847662,0.015191,75.330999,0.377,0.879,0,0.3,0.809,0,0.085101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.012,0.25,0,0.05,0.8,0,-0.015,0.25,0,,1,40TonSpool,1,23.37.17-Tue.10.27.2020.csv
51.630283,62.205257,213.686931,172.681916,109.227418,114.10324,54.329362,14.345725,212.596212,3.459319,62.147568,52.583696,170.50626,215.229145,168.132041,211.875677,106.884865,210.154595,-0.063117,-2.179899,32.02574,-235.706072,249.767017,3.265937,40.004933,14.447602,37.832003,1961.761753,27.080655,462670.3057,0.899729613,20.281447,21.988426,4.138737,0.076342,0.053474,130.022803,97.378473,32,32,32,32,32,32,71.23813,77.406484,108.529583,52.626582,27.229313,34.379747,31.794935,28.43481,25.78481,25.646896,47.166477,1661.526427,39.826378,0.016298,75.40469,0.377,0.879,0,0.3,0.809,0,0.085101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.012,0.25,0,0.05,0.8,0,-0.015,0.25,0,,1,40TonSpool,1,00.41.51-Wed.10.28.2020.csv
51.667302,62.279115,138.85397,133.294719,74.034238,75.72658,34.555002,14.370156,137.952044,4.103387,62.206404,51.660682,131.245215,138.326278,129.782521,137.354333,86.013289,136.296661,-0.061573,0.037895,32.02574,-235.679361,133.757023,3.910989,17.497329,4.877779,16.073435,1310.455471,12.484173,336258.2038,0.938399911,20.317763,12.761397,2.687893,0.07525,0.052541,104.88422,86.669621,32,32,32,32,32,32,69.221292,69.087982,71.640451,40.253165,57.555354,28.556962,47.351617,45.092701,12.506329,14.512658,27.787668,1057.849702,19.661469,0.011802,58.295155,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.01271,0.263,0,0.05,0.8,0,-0.017,0.251143,0,,1,40TonSpool,1,22.07.29-Sat.10.31.2020.csv
51.586242,62.179776,139.798429,134.756539,83.134074,85.265966,39.688105,14.381161,138.610794,4.330873,62.22422,51.468085,132.77848,139.212091,131.074572,137.848725,86.104985,136.443479,-0.058703,0.038262,32.02574,-235.668557,133.947799,4.132792,20.01831,6.122025,18.609338,1320.946768,14.174764,378388.1473,0.921182642,20.290771,12.740838,2.71028,0.076225,0.0526,106.838711,86.821449,32,32,32,32,32,32,69.448972,69.345463,73.215561,29.034435,86.366314,28.556962,47.351617,56.774098,13.506329,18.512658,31.895193,1211.444402,20.489425,0.0117,62.615198,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.0127,0.263,0,0.05,0.8,0,-0.017,0.27,0,,1,40TonSpool,1,22.36.14-Sat.10.31.2020.csv
52.006395,61.881863,138.824831,133.728787,93.308888,98.678038,44.558904,14.392567,137.164235,4.275544,61.938932,52.355058,131.934234,138.306899,130.198457,136.322027,84.093546,133.947309,-0.060919,0.037528,32.02574,-235.657632,133.695033,4.045553,22.879771,7.616056,21.770049,1376.501399,16.119817,441087.6528,0.94034341,19.567847,13.544485,2.669172,0.078481,0.053871,108.426388,86.497113,32,32,32,32,32,32,69.221155,69.229643,75.140262,100,24.655707,30.556962,48.851617,71.723901,16.506329,18.512658,58.245195,1365.128387,23.261001,0.011809,66.87348,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.0127,0.263,0,0.05,0.8,0,-0.017,0.27,0,,1,40TonSpool,1,23.17.56-Sat.10.31.2020.csv
51.697998,61.611223,138.658761,132.824052,109.660439,114.276406,49.675007,14.397387,136.046482,4.01116,61.826812,52.619522,131.421367,137.813461,129.621565,135.194284,83.421259,132.10631,-0.059544,0.038223,32.02574,-235.653315,132.359852,3.786785,26.265619,9.469382,25.487779,1445.567582,18.760735,511978.8774,0.982550992,19.60648,13.303739,2.682068,0.075645,0.052375,107.21839,84.707219,32,32,32,32,32,32,69.31644,69.409236,76.327709,100,29.670249,32.556962,54.851617,83.768122,20.506329,19.512658,64.276965,1518.827979,26.657002,0.012353,71.112886,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.0127,0.25,0,0.05,0.8,0,-0.017,0.27,0,,1,40TonSpool,1,23.47.57-Sat.10.31.2020.csv
51.663483,61.348581,138.67905,132.128603,117.843421,125.035906,54.578768,14.405921,135.367757,4.069194,61.596666,52.613223,130.794033,137.634872,128.968866,134.509824,82.734366,130.866668,-0.061435,0.037956,32.02574,-235.645229,131.553493,3.825378,28.493766,11.095201,25.519501,1317.469276,20.530891,561385.245,0.978473846,19.38062,13.376558,2.684283,0.075944,0.052467,106.218963,83.354289,32,32,32,32,32,32,69.364312,69.572806,75.697167,100,35.864792,41.556962,56.892169,60.934302,22.506329,25.512658,54.376789,1672.600134,28.908387,0.012275,75.453019,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.0127,0.25,0,0.05,0.8,0,-0.017,0.27,0,,1,40TonSpool,1,00.14.55-Sun.11.01.2020.csv
51.850969,62.132091,139.372515,134.486347,131.055219,136.185723,59.653532,14.412185,135.111573,3.871173,62.251201,52.993374,133.155975,138.210222,131.584108,134.248306,82.355148,130.04276,-0.059806,0.037097,32.02574,-235.639443,131.602097,3.64766,31.620871,12.824597,29.304656,1383.946045,22.435058,613741.3844,0.973317934,19.995282,13.344615,2.687971,0.075762,0.052432,108.006452,84.382049,32,32,32,32,32,32,69.247136,69.489292,74.890854,100,52.692953,41.556962,56.892169,79.586209,24.506329,28.512658,66.828431,1824.623222,31.957957,0.012296,79.611693,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.0127,0.25,0,0.05,0.8,0,-0.017,0.27,0,,1,40TonSpool,1,00.41.45-Sun.11.01.2020.csv
60.387538,69.596438,138.444544,129.276347,142.468275,147.982001,54.571765,14.418168,133.321054,4.297484,69.945406,61.849594,128.160762,136.882649,125.99544,132.373587,80.987055,127.470688,-0.058722,0.038294,32.02574,-235.632773,135.685951,4.044298,28.492873,11.108877,25.228755,1302.625251,20.412552,678232.6767,0.996074273,19.359365,13.419427,2.292605,0.076231,0.052652,105.748925,84.828897,32,32,32,32,32,32,69.219496,69.405999,74.465703,100,39.376525,46.556962,65.835102,83.234069,24.506329,26.512658,47.517038,1672.618354,28.898116,0.012204,75.44108,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.0127,0.25,0,0.05,0.8,0,-0.017,0.27,0,,1,40TonSpool,1,01.00.09-Sun.11.01.2020.csv
49.859849,60.174799,139.059109,134.522888,118.071801,118.606056,54.565957,14.425141,135.83504,4.166622,60.305046,50.741714,133.018452,138.099207,130.929038,135.007279,83.149742,131.693143,-0.060154,0.037512,32.02574,-235.625969,131.620111,3.923288,28.497576,11.097098,26.330617,1359.630072,20.270076,531111.9947,0.96242134,20.051193,13.37435,2.788969,0.076258,0.052737,106.41904,84.148877,32,32,32,32,32,32,69.260231,69.531341,76.231534,100,36.179401,46.556962,34.242494,59.044879,23.506329,28,40.043959,1672.528435,28.902763,0.01212,75.438901,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.0127,0.25,0,0.05,0.8,0,-0.017,0.27,0,,1,40TonSpool,1,01.54.06-Sun.11.01.2020.csv
40.72901,49.750679,138.77141,139.738556,94.928441,95.679745,54.577084,14.435441,136.759494,4.686593,49.782348,41.192025,137.837205,138.249352,136.003638,136.119844,84.539901,134.434251,-0.059512,0.03862,32.02574,-235.615244,130.576706,4.422169,27.961563,10.933863,24.917065,1286.24214,19.531081,418844.794,0.941978282,19.809457,13.332164,3.407388,0.076201,0.052662,109.41944,85.857502,32,32,32,32,32,32,69.344748,69.613872,76.721493,100,34.305519,35.443038,40.236485,51.998424,22.506329,26.191996,36.752866,1673.099293,28.388924,0.011674,75.385321,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.012,0.255,0,0.05,0.8,0,-0.015,0.26,0,,1,40TonSpool,1,01.34.12-Sun.11.01.2020.csv
33.24597,40.246685,139.252115,144.361641,73.983462,77.811233,54.590568,14.434563,137.991283,4.834755,39.979255,33.516121,141.812636,139.023682,139.849769,137.660281,85.303643,136.525999,-0.060021,0.037726,32.02574,-235.61644,127.903123,4.571406,26.990067,10.660559,24.787924,1279.202879,18.569152,334702.4373,0.930230331,20.077623,13.581164,4.188605,0.076121,0.052695,109.642398,85.228893,32,32,32,32,32,32,69.356167,69.614069,77.301119,100,28.293672,35.443038,23.036875,36.881294,21.506329,25.191996,35.743978,1673.456448,27.491715,0.011096,75.342583,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.012,0.255,0,0.05,0.8,0,-0.015,0.26,0,,1,40TonSpool,1,01.58.29-Sun.11.01.2020.csv
26.627182,30.139359,138.826671,153.586634,64.933774,60.673101,54.620072,14.441232,137.427956,9.105306,29.29809,26.426657,149.825251,138.906799,147.480424,137.991172,85.519078,137.195412,-0.061189,0.037694,32.02574,-235.609522,125.941554,3.527693,25.776433,10.280618,23.836568,1229.508338,16.690043,256818.9525,0.895362949,20.136092,13.687801,5.214133,0.076132,0.052606,112.391142,86.042337,32,32,32,32,32,32,69.431618,69.482153,76.814132,100,23.98515,25.443038,29.223072,34.660221,21.506329,20.810841,27.958671,1674.420473,26.34458,0.009968,75.386669,0.377,0.879,0,0.3,0.809,0,0.084101,0.6509,0,-0.153,0.4,0,-0.03,0.8,0,-0.012,0.255,0,0.05,0.8,0,-0.015,0.26,0,,1,40TonSpool,1,02.54.36-Sun.11.01.2020.csv
